CustomerID	Recency	Frequency	Monetary	R	F	M	RFM_Score	Segment
14368	320	1	155.00000000000003	1	1	1	111	hibernating
16775	11	10	1463.7599999999998	5	5	4	554	champions
15673	89	4	2881.0200000000004	2	4	5	245	at risk
14090	325	1	76.32000000000001	1	1	1	111	hibernating
15262	324	1	178.95000000000002	1	1	1	111	hibernating
13754	152	2	282.6	2	2	2	222	hibernating
15167	321	1	162.99999999999997	1	1	1	111	hibernating
17580	253	3	215.72000000000003	1	3	1	131	at risk
14389	9	5	999.7200000000001	5	4	4	544	champions
12645	34	5	1755.3799999999999	3	4	4	344	loyal customers
16458	3	18	3482.74	5	5	5	555	champions
15532	26	6	1517.0799999999997	4	4	4	444	loyal customers
13117	22	6	596.76	4	4	3	443	loyal customers
13049	65	2	656.6800000000001	3	2	3	323	about to sleep
13266	12	19	3717.67	5	5	5	555	champions
17865	31	26	9402.090000000002	4	5	5	455	loyal customers
15222	319	1	585.0	1	1	3	113	hibernating
15811	18	8	1881.47	4	5	4	454	loyal customers
12601	190	6	569.5600000000001	1	4	3	143	at risk
16303	26	4	5305.830000000002	4	4	5	445	loyal customers
18065	6	13	2035.0600000000002	5	5	5	555	champions
12388	16	6	2780.6600000000003	4	4	5	445	loyal customers
14130	320	1	483.85999999999996	1	1	3	113	hibernating
17090	5	8	2041.8500000000001	5	5	5	555	champions
15316	327	1	165.0	1	1	1	111	hibernating
13133	274	2	109.8	1	2	1	121	hibernating
14665	61	7	1258.38	3	5	4	354	loyal customers
14656	170	2	291.05000000000007	2	2	2	222	hibernating
14530	26	6	2925.9099999999994	4	4	5	445	loyal customers
17596	24	6	2435.31	4	4	5	445	loyal customers
17042	3	5	1044.3799999999999	5	4	4	544	champions
13552	67	16	3539.53	3	5	5	355	loyal customers
14549	312	1	289.2399999999999	1	1	2	112	hibernating
13110	32	8	1452.87	4	5	4	454	loyal customers
12676	25	6	1331.39	4	4	4	444	loyal customers
17560	95	5	854.9499999999999	2	4	3	243	at risk
16014	36	4	653.1299999999999	3	4	3	343	loyal customers
18151	135	2	653.3499999999999	2	2	3	223	hibernating
16152	269	1	1829.04	1	1	4	114	hibernating
17512	29	11	2920.039999999999	4	5	5	455	loyal customers
17334	302	3	306.6	1	3	2	132	at risk
12781	22	5	707.72	4	4	3	443	loyal customers
12834	283	1	312.38	1	1	2	112	hibernating
17325	281	1	96.8	1	1	1	111	hibernating
16414	22	2	126.25	4	2	1	421	potential loyalists
15367	58	5	1867.6899999999996	3	4	4	344	loyal customers
16804	24	3	536.99	4	3	3	433	potential loyalists
18270	39	3	238.95	3	3	2	332	need attention
15703	265	1	211.5	1	1	1	111	hibernating
17250	4	2	384.52000000000004	5	2	2	522	potential loyalists
16681	73	6	1770.3400000000001	2	4	4	244	at risk
17929	12	5	834.5	5	4	3	543	champions
16389	54	5	1362.27	3	4	4	344	loyal customers
16672	3	23	8093.590000000001	5	5	5	555	champions
17979	36	5	737.81	3	4	3	343	loyal customers
18010	257	1	174.79999999999998	1	1	1	111	hibernating
17398	115	3	653.3800000000001	2	3	3	233	at risk
14371	296	1	100.5	1	1	1	111	hibernating
17789	282	1	225.9	1	1	1	111	hibernating
16214	171	3	1062.75	1	3	4	134	at risk
16444	47	5	638.77	3	4	3	343	loyal customers
17733	39	2	692.19	3	2	3	323	about to sleep
12462	3	4	1124.01	5	4	4	544	champions
16897	300	3	213.03000000000006	1	3	1	131	at risk
17530	2	9	2084.3599999999997	5	5	5	555	champions
12891	186	3	331.0	1	3	2	132	at risk
14232	32	8	2043.93	4	5	5	455	loyal customers
16405	303	2	167.25	1	2	1	121	hibernating
17517	309	1	153.94	1	1	1	111	hibernating
14346	121	2	1021.5800000000002	2	2	4	224	hibernating
18231	193	6	2066.17	1	4	5	145	at risk
17716	23	12	5505.790000000001	4	5	5	455	loyal customers
12428	26	12	7877.200000000001	4	5	5	455	loyal customers
16092	99	5	779.36	2	4	3	243	at risk
14957	254	1	58.49000000000001	1	1	1	111	hibernating
17648	61	5	1789.5499999999997	3	4	4	344	loyal customers
16745	87	18	7170.699999999998	2	5	5	255	can not loose
13261	269	2	944.1	1	2	4	124	hibernating
16136	60	3	709.3800000000001	3	3	3	333	need attention
14194	5	32	11216.750000000002	5	5	5	555	champions
12520	80	6	2582.510000000001	2	4	5	245	at risk
17625	19	4	2047.0	4	4	5	445	loyal customers
16871	23	7	2761.4899999999993	4	5	5	455	loyal customers
17725	17	14	3371.1300000000006	4	5	5	455	loyal customers
15864	23	8	1769.78	4	5	4	454	loyal customers
14044	27	4	652.82	4	4	3	443	loyal customers
17083	110	3	1405.7799999999997	2	3	4	234	at risk
15806	47	3	784.5799999999999	3	3	3	333	need attention
12948	17	8	2053.7000000000003	4	5	5	455	loyal customers
16434	30	7	1522.2500000000002	4	5	4	454	loyal customers
16777	81	2	226.35000000000002	2	2	1	221	hibernating
15644	167	4	812.9999999999999	2	4	3	243	at risk
15424	255	2	383.34000000000003	1	2	2	122	hibernating
13809	306	1	155.05	1	1	1	111	hibernating
17535	281	1	164.39999999999998	1	1	1	111	hibernating
15869	278	2	149.64	1	2	1	121	hibernating
15071	94	2	982.0699999999998	2	2	4	224	hibernating
17567	8	9	3494.61	5	5	5	555	champions
16619	254	2	204.41	1	2	1	121	hibernating
14719	2	6	1592.1799999999994	5	4	4	544	champions
15579	69	2	348.6	2	2	2	222	hibernating
14438	307	1	131.9	1	1	1	111	hibernating
17571	51	4	1498.5100000000002	3	4	4	344	loyal customers
15122	86	6	1612.13	2	4	4	244	at risk
17923	283	1	207.50000000000003	1	1	1	111	hibernating
14803	163	3	845.55	2	3	3	233	at risk
12528	10	8	1922.28	5	5	4	554	champions
17314	25	11	2514.7599999999993	4	5	5	455	loyal customers
13141	85	6	2385.8	2	4	5	245	at risk
13871	23	14	6389.800000000001	4	5	5	455	loyal customers
14293	4	3	681.6399999999999	5	3	3	533	potential loyalists
15240	45	6	1691.02	3	4	4	344	loyal customers
14631	51	3	1006.98	3	3	4	334	need attention
16494	297	1	826.5299999999999	1	1	3	113	hibernating
16265	10	9	4582.339999999999	5	5	5	555	champions
16765	295	1	34.0	1	1	1	111	hibernating
17838	27	4	1377.1399999999999	4	4	4	444	loyal customers
18172	15	25	7490.170000000001	4	5	5	455	loyal customers
14645	157	2	597.09	2	2	3	223	hibernating
13118	20	7	1125.0	4	5	4	454	loyal customers
14854	79	8	2749.89	2	5	5	255	can not loose
12669	151	4	1607.7300000000002	2	4	4	244	at risk
17226	309	1	393.48999999999995	1	1	2	112	hibernating
13590	12	7	1976.12	5	5	5	555	champions
15638	302	1	-94.0	1	1	1	111	hibernating
16126	30	4	6287.77	4	4	5	445	loyal customers
13292	39	2	578.94	3	2	3	323	about to sleep
15815	64	5	2100.6	3	4	5	345	loyal customers
14386	297	1	142.4	1	1	1	111	hibernating
16128	18	5	1880.22	4	4	4	444	loyal customers
15400	93	6	666.7	2	4	3	243	at risk
16057	5	10	2140.22	5	5	5	555	champions
15785	30	8	2303.75	4	5	5	455	loyal customers
13268	18	15	3167.6400000000003	4	5	5	455	loyal customers
16586	249	1	463.95	1	1	3	113	hibernating
15940	312	2	31.799999999999997	1	2	1	121	hibernating
17255	41	2	298.41	3	2	2	322	about to sleep
18188	16	4	1998.4899999999998	4	4	5	445	loyal customers
12754	236	5	2949.12	1	4	5	145	at risk
13509	9	7	979.72	5	5	4	554	champions
13121	270	2	254.7299999999999	1	2	2	122	hibernating
17940	50	14	1983.5800000000002	3	5	5	355	loyal customers
17809	17	12	3376.1199999999994	4	5	5	455	loyal customers
13327	39	7	2872.5699999999997	3	5	5	355	loyal customers
14573	180	12	1190.62	1	5	4	154	can not loose
12845	268	4	354.09000000000003	1	4	2	142	at risk
16333	8	22	26626.8	5	5	5	555	champions
15674	74	8	1744.02	2	5	4	254	can not loose
14659	9	12	2456.53	5	5	5	555	champions
15843	304	1	118.95	1	1	1	111	hibernating
14897	8	4	1366.38	5	4	4	544	champions
12598	10	9	3002.6800000000003	5	5	5	555	champions
16308	38	4	2560.0	3	4	5	345	loyal customers
16063	261	1	335.32000000000005	1	1	2	112	hibernating
13059	250	1	183.4	1	1	1	111	hibernating
12901	9	36	16293.099999999999	5	5	5	555	champions
14056	2	29	8124.4000000000015	5	5	5	555	champions
13015	54	5	3346.2799999999993	3	4	5	345	loyal customers
12455	74	6	2466.8599999999997	2	4	5	245	at risk
14379	45	2	348.09999999999997	3	2	2	322	about to sleep
18257	40	12	2265.38	3	5	5	355	loyal customers
15874	64	9	4330.67	3	5	5	355	loyal customers
14670	281	2	411.53000000000014	1	2	2	122	hibernating
14247	279	1	136.77	1	1	1	111	hibernating
12758	117	2	2791.59	2	2	5	225	hibernating
15308	271	2	302.27000000000004	1	2	2	122	hibernating
15178	261	1	40.5	1	1	1	111	hibernating
15304	61	9	557.15	3	5	3	353	loyal customers
14818	74	3	657.8	2	3	3	233	at risk
17302	15	6	1119.93	4	4	4	444	loyal customers
17612	54	10	1992.7600000000002	3	5	5	355	loyal customers
14276	89	5	1019.3899999999999	2	4	4	244	at risk
16072	289	1	584.3199999999999	1	1	3	113	hibernating
15990	45	2	792.1100000000001	3	2	3	323	about to sleep
15671	19	10	2635.49	4	5	5	455	loyal customers
12574	316	1	218.45000000000002	1	1	1	111	hibernating
12373	312	1	364.6	1	1	2	112	hibernating
14431	299	2	397.76	1	2	2	122	hibernating
17499	290	1	622.88	1	1	3	113	hibernating
16407	13	10	2126.93	4	5	5	455	loyal customers
17770	199	5	1143.27	1	4	4	144	at risk
13340	46	7	10736.480000000001	3	5	5	355	loyal customers
12407	50	5	1708.12	3	4	4	344	loyal customers
16105	249	1	336.96	1	1	2	112	hibernating
17446	177	2	120.9	1	2	1	121	hibernating
13373	61	3	3312.250000000001	3	3	5	335	need attention
14214	31	7	1000.2299999999999	4	5	4	454	loyal customers
14504	48	4	673.26	3	4	3	343	loyal customers
13649	257	1	148.8	1	1	1	111	hibernating
15382	15	8	5927.86	4	5	5	455	loyal customers
14077	41	5	499.41999999999996	3	4	3	343	loyal customers
17850	303	1	-102.58000000000001	1	1	1	111	hibernating
16159	282	1	348.2000000000001	1	1	2	112	hibernating
14227	27	15	3315.71	4	5	5	455	loyal customers
17152	195	4	1503.5	1	4	4	144	at risk
15437	263	1	200.16000000000003	1	1	1	111	hibernating
14875	10	5	1448.7199999999998	5	4	4	544	champions
12561	303	1	238.85	1	1	2	112	hibernating
16692	257	2	1276.0	1	2	4	124	hibernating
12361	288	1	189.89999999999998	1	1	1	111	hibernating
18218	207	4	626.3800000000001	1	4	3	143	at risk
13262	264	1	200.29000000000002	1	1	1	111	hibernating
16162	253	1	37.4	1	1	1	111	hibernating
14030	19	6	1683.59	4	4	4	444	loyal customers
13012	10	11	1311.6200000000001	5	5	4	554	champions
15847	39	2	389.2699999999999	3	2	2	322	about to sleep
15031	5	4	668.14	5	4	3	543	champions
15388	271	1	140.54	1	1	1	111	hibernating
16716	267	3	319.8000000000001	1	3	2	132	at risk
17765	159	3	371.8800000000001	2	3	2	232	at risk
13600	313	1	219.51999999999998	1	1	1	111	hibernating
14477	20	5	1307.81	4	4	4	444	loyal customers
15083	257	1	88.19999999999999	1	1	1	111	hibernating
14410	16	15	576.2999999999998	4	5	3	453	loyal customers
17431	314	1	403.30000000000007	1	1	2	112	hibernating
12502	96	5	3723.8700000000003	2	4	5	245	at risk
13345	277	2	377.6000000000001	1	2	2	122	hibernating
14607	16	17	11341.099999999999	4	5	5	455	loyal customers
16841	37	7	1774.62	3	5	4	354	loyal customers
12778	20	7	804.23	4	5	3	453	loyal customers
12545	76	2	1000.39	2	2	4	224	hibernating
15032	257	3	1693.5	1	3	4	134	at risk
14790	17	4	745.06	4	4	3	443	loyal customers
12908	59	4	246.0	3	4	2	342	loyal customers
12414	218	3	562.4100000000001	1	3	3	133	at risk
17774	97	5	1215.46	2	4	4	244	at risk
14004	44	7	4582.64	3	5	5	355	loyal customers
16427	264	2	241.06	1	2	2	122	hibernating
16040	66	3	1313.55	3	3	4	334	need attention
14256	255	2	411.2	1	2	2	122	hibernating
16712	10	11	3645.43	5	5	5	555	champions
15058	26	11	2124.9900000000002	4	5	5	455	loyal customers
13725	50	11	1809.8099999999997	3	5	4	354	loyal customers
13932	295	1	307.4	1	1	2	112	hibernating
14502	20	14	2351.019999999999	4	5	5	455	loyal customers
16078	284	1	79.2	1	1	1	111	hibernating
17775	255	1	56.4	1	1	1	111	hibernating
12731	24	13	17721.51	4	5	5	455	loyal customers
18189	78	3	1084.34	2	3	4	234	at risk
12831	263	1	215.05	1	1	1	111	hibernating
15133	128	3	982.4200000000001	2	3	4	234	at risk
17472	192	3	710.29	1	3	3	133	at risk
13675	152	2	486.82	2	2	3	223	hibernating
14388	9	8	2872.69	5	5	5	555	champions
14211	54	13	2208.3	3	5	5	355	loyal customers
17816	37	3	20.35	3	3	1	331	need attention
14315	22	7	2456.9799999999996	4	5	5	455	loyal customers
15898	2	4	862.99	5	4	3	543	champions
13760	55	2	286.78999999999996	3	2	2	322	about to sleep
12619	17	13	3214.8099999999995	4	5	5	455	loyal customers
12888	215	4	313.77	1	4	2	142	at risk
15448	313	1	494.64000000000004	1	1	3	113	hibernating
18202	200	3	1396.9899999999998	1	3	4	134	at risk
16073	292	2	94.35	1	2	1	121	hibernating
16598	278	2	140.70000000000002	1	2	1	121	hibernating
14013	111	3	473.02	2	3	3	233	at risk
13394	2	10	2312.7999999999997	5	5	5	555	champions
12567	23	9	7172.559999999998	4	5	5	455	loyal customers
15577	152	3	258.88	2	3	2	232	at risk
12362	4	13	5154.580000000001	5	5	5	555	champions
17663	26	9	1788.27	4	5	4	454	loyal customers
16957	240	2	416.64	1	2	2	122	hibernating
15572	5	7	2552.86	5	5	5	555	champions
12633	59	5	2140.63	3	4	5	345	loyal customers
16992	11	6	1601.86	5	4	4	544	champions
16419	113	7	959.4800000000001	2	5	4	254	can not loose
17059	30	4	2372.6800000000007	4	4	5	445	loyal customers
15528	255	1	229.32999999999993	1	1	1	111	hibernating
15415	314	1	572.8099999999998	1	1	3	113	hibernating
15024	10	8	1170.1100000000001	5	5	4	554	champions
12365	292	3	320.69	1	3	2	132	at risk
17516	16	5	768.0800000000002	4	4	3	443	loyal customers
15834	71	5	2108.7499999999995	2	4	5	245	at risk
14245	177	5	1677.4799999999998	1	4	4	144	at risk
15410	85	8	3450.84	2	5	5	255	can not loose
13709	4	17	6249.109999999999	5	5	5	555	champions
16030	310	1	331.24000000000007	1	1	2	112	hibernating
12352	37	11	1545.4099999999999	3	5	4	354	loyal customers
15681	19	6	946.36	4	4	4	444	loyal customers
13985	5	16	7024.5300000000025	5	5	5	555	champions
16717	10	8	2971.1100000000006	5	5	5	555	champions
14133	130	5	590.34	2	4	3	243	at risk
13285	24	4	2709.1199999999994	4	4	5	445	loyal customers
13493	276	2	618.63	1	2	3	123	hibernating
12849	32	2	1050.8899999999999	4	2	4	424	potential loyalists
16080	82	3	176.60000000000002	2	3	1	231	at risk
18225	4	15	5362.82	5	5	5	555	champions
16250	262	1	163.3	1	1	1	111	hibernating
14555	58	2	324.14000000000004	3	2	2	322	about to sleep
17422	17	10	1853.13	4	5	4	454	loyal customers
17147	23	6	1679.64	4	4	4	444	loyal customers
15241	67	9	1738.5900000000001	3	5	4	354	loyal customers
17442	30	9	2227.26	4	5	5	455	loyal customers
16807	143	3	1121.59	2	3	4	234	at risk
13771	65	5	2631.7	3	4	5	345	loyal customers
15981	25	8	3408.4800000000005	4	5	5	455	loyal customers
12993	24	4	414.76000000000005	4	4	2	442	loyal customers
13804	31	7	2635.79	4	5	5	455	loyal customers
15932	5	11	2461.8500000000004	5	5	5	555	champions
12755	250	3	-1591.1999999999998	1	3	1	131	at risk
16378	248	3	362.95	1	3	2	132	at risk
14513	101	4	438.49	2	4	2	242	at risk
16187	32	17	6841.24	4	5	5	455	loyal customers
15974	40	8	3429.5499999999993	3	5	5	355	loyal customers
13026	2	8	936.1500000000001	5	5	4	554	champions
15805	24	19	5081.369999999999	4	5	5	455	loyal customers
16110	46	3	1337.48	3	3	4	334	need attention
13623	31	7	672.44	4	5	3	453	loyal customers
12410	302	3	681.0799999999999	1	3	3	133	at risk
16980	256	2	1078.9600000000003	1	2	4	124	hibernating
16086	60	5	942.0500000000002	3	4	4	344	loyal customers
16668	16	6	306.71999999999997	4	4	2	442	loyal customers
12604	80	2	254.18	2	2	2	222	hibernating
16218	30	7	2583.57	4	5	5	455	loyal customers
14411	311	1	1063.0	1	1	4	114	hibernating
12614	278	1	315.59999999999997	1	1	2	112	hibernating
13014	3	16	3365.4300000000003	5	5	5	555	champions
15045	152	3	633.66	2	3	3	233	at risk
13573	51	2	294.4	3	2	2	322	about to sleep
17843	304	1	205.48000000000002	1	1	1	111	hibernating
16838	198	3	582.9000000000001	1	3	3	133	at risk
12881	276	1	298.0	1	1	2	112	hibernating
13911	58	9	2580.9100000000003	3	5	5	355	loyal customers
15996	89	6	781.5300000000001	2	4	3	243	at risk
17594	86	2	993.1800000000001	2	2	4	224	hibernating
15144	9	18	6530.040000000001	5	5	5	555	champions
13881	4	22	16989.52	5	5	5	555	champions
13085	158	3	272.38	2	3	2	232	at risk
17678	264	1	298.10999999999996	1	1	2	112	hibernating
17758	20	8	3456.7000000000007	4	5	5	455	loyal customers
18017	82	3	523.0	2	3	3	233	at risk
14443	54	4	1112.9499999999998	3	4	4	344	loyal customers
13934	264	1	922.0999999999997	1	1	4	114	hibernating
14023	8	2	584.07	5	2	3	523	potential loyalists
17886	32	3	899.61	4	3	3	433	potential loyalists
14403	131	5	1426.31	2	4	4	244	at risk
14778	128	2	730.86	2	2	3	223	hibernating
13792	67	2	195.55	3	2	1	321	about to sleep
13971	9	11	2702.2199999999993	5	5	5	555	champions
17080	23	3	285.5	4	3	2	432	potential loyalists
18273	3	3	204.0	5	3	1	531	potential loyalists
17682	11	6	2067.83	5	4	5	545	champions
17373	41	4	646.92	3	4	3	343	loyal customers
14460	111	4	383.34	2	4	2	242	at risk
12707	292	1	603.42	1	1	3	113	hibernating
17117	289	1	116.19999999999997	1	1	1	111	hibernating
14147	50	3	468.40000000000003	3	3	3	333	need attention
16626	1	20	4379.650000000001	5	5	5	555	champions
13592	36	4	247.95999999999998	3	4	2	342	loyal customers
15140	53	8	2350.0	3	5	5	355	loyal customers
17220	25	13	2880.7500000000005	4	5	5	455	loyal customers
12599	30	7	1032.5800000000002	4	5	4	454	loyal customers
15206	11	4	420.29999999999995	5	4	2	542	champions
13299	269	1	142.5	1	1	1	111	hibernating
16384	90	2	584.5	2	2	3	223	hibernating
12613	32	6	3218.98	4	4	5	445	loyal customers
14935	298	1	1784.7099999999998	1	1	4	114	hibernating
13410	9	7	988.91	5	5	4	554	champions
17700	17	5	2518.74	4	4	5	445	loyal customers
14297	18	6	1284.06	4	4	4	444	loyal customers
12878	19	3	841.64	4	3	3	433	potential loyalists
17705	4	10	1781.12	5	5	4	554	champions
17329	15	2	523.11	4	2	3	423	potential loyalists
14595	20	6	1740.6000000000001	4	4	4	444	loyal customers
14798	53	3	173.74	3	3	1	331	need attention
16456	100	4	1370.9699999999998	2	4	4	244	at risk
15544	9	10	3187.97	5	5	5	555	champions
12866	284	1	559.1199999999999	1	1	3	113	hibernating
13557	29	2	584.06	4	2	3	423	potential loyalists
17416	30	9	6838.34	4	5	5	455	loyal customers
13662	86	7	879.0800000000002	2	5	3	253	can not loose
12477	23	9	13117.01	4	5	5	455	loyal customers
13939	24	4	556.75	4	4	3	443	loyal customers
17672	44	4	3106.6200000000003	3	4	5	345	loyal customers
13884	8	6	781.3000000000001	5	4	3	543	champions
17639	277	1	108.5	1	1	1	111	hibernating
13358	269	1	439.03000000000003	1	1	2	112	hibernating
13477	38	8	1441.53	3	5	4	354	loyal customers
14479	254	1	141.85	1	1	1	111	hibernating
14952	47	13	7329.63	3	5	5	355	loyal customers
17738	20	5	1863.35	4	4	4	444	loyal customers
14903	22	10	2744.48	4	5	5	455	loyal customers
15445	265	1	113.5	1	1	1	111	hibernating
12775	18	6	1351.2400000000002	4	4	4	444	loyal customers
13157	50	5	1721.57	3	4	4	344	loyal customers
15543	289	1	127.85999999999999	1	1	1	111	hibernating
14078	102	5	913.1299999999999	2	4	4	244	at risk
12509	285	1	176.5	1	1	1	111	hibernating
14407	108	9	2111.08	2	5	5	255	can not loose
13499	18	7	1146.9599999999998	4	5	4	454	loyal customers
13626	253	1	257.22999999999996	1	1	2	112	hibernating
13636	37	6	941.6200000000001	3	4	4	344	loyal customers
17223	311	1	133.95	1	1	1	111	hibernating
16425	303	1	302.69999999999993	1	1	2	112	hibernating
15079	213	4	751.7100000000002	1	4	3	143	at risk
18114	291	1	220.1	1	1	1	111	hibernating
14046	285	1	154.98999999999998	1	1	1	111	hibernating
15067	79	3	1744.7599999999998	2	3	4	234	at risk
17164	33	8	2466.3999999999996	3	5	5	355	loyal customers
16523	2	28	9295.670000000002	5	5	5	555	champions
13184	15	12	1648.79	4	5	4	454	loyal customers
12616	86	5	657.25	2	4	3	243	at risk
13476	179	4	1092.77	1	4	4	144	at risk
16061	270	1	-29.95	1	1	1	111	hibernating
15057	276	2	1489.5	1	2	4	124	hibernating
13744	96	2	1156.3600000000001	2	2	4	224	hibernating
15590	290	1	-30.19	1	1	1	111	hibernating
15104	167	3	1002.5399999999998	2	3	4	234	at risk
13899	17	2	388.52000000000004	4	2	2	422	potential loyalists
13591	65	3	1117.1299999999997	3	3	4	334	need attention
15223	226	3	454.90000000000003	1	3	2	132	at risk
13515	73	4	891.1200000000001	2	4	3	243	at risk
14127	123	3	709.71	2	3	3	233	at risk
14676	32	8	2543.2400000000002	4	5	5	455	loyal customers
17462	52	3	662.94	3	3	3	333	need attention
16383	75	2	668.3600000000001	2	2	3	223	hibernating
16394	51	9	1412.0599999999997	3	5	4	354	loyal customers
18155	76	4	347.82	2	4	2	242	at risk
15971	18	12	4199.85	4	5	5	455	loyal customers
14422	1	6	4263.640000000001	5	4	5	545	champions
13955	155	2	322.96000000000004	2	2	2	222	hibernating
17829	299	1	889.24	1	1	3	113	hibernating
17994	122	6	629.6899999999999	2	4	3	243	at risk
17050	97	6	3228.8399999999997	2	4	5	245	at risk
13000	107	2	333.09999999999997	2	2	2	222	hibernating
15145	5	4	1194.7299999999998	5	4	4	544	champions
15226	311	1	154.41	1	1	1	111	hibernating
12963	9	8	1475.23	5	5	4	554	champions
17613	23	17	4509.37	4	5	5	455	loyal customers
16778	75	2	245.94	2	2	2	222	hibernating
16403	303	2	161.05	1	2	1	121	hibernating
13038	81	3	908.46	2	3	4	234	at risk
13362	4	5	3085.4900000000007	5	4	5	545	champions
12909	40	8	2128.83	3	5	5	355	loyal customers
13294	190	2	873.74	1	2	3	123	hibernating
17175	45	5	1430.9399999999998	3	4	4	344	loyal customers
14520	2	2	270.6	5	2	2	522	potential loyalists
15858	16	4	1054.9200000000003	4	4	4	444	loyal customers
14282	4	14	3158.34	5	5	5	555	champions
14377	192	2	617.05	1	2	3	123	hibernating
15449	27	5	971.2199999999998	4	4	4	444	loyal customers
15796	2	10	2666.61	5	5	5	555	champions
16431	214	3	642.81	1	3	3	133	at risk
15951	2	3	669.5699999999998	5	3	3	533	potential loyalists
14447	19	5	1163.23	4	4	4	444	loyal customers
14930	109	3	2372.8599999999997	2	3	5	235	at risk
12584	4	18	1893.9500000000003	5	5	4	554	champions
13695	32	15	2504.13	4	5	5	455	loyal customers
13803	256	1	277.07000000000005	1	1	2	112	hibernating
15442	249	1	594.0	1	1	3	113	hibernating
14805	16	4	554.65	4	4	3	443	loyal customers
18087	99	4	3770.119999999999	2	4	5	245	at risk
14081	268	3	481.14999999999986	1	3	3	133	at risk
15065	38	6	3135.98	3	4	5	345	loyal customers
13988	20	9	4098.8	4	5	5	455	loyal customers
17088	29	4	1991.01	4	4	5	445	loyal customers
15421	59	4	950.3600000000001	3	4	4	344	loyal customers
14842	36	8	2456.8000000000006	3	5	5	355	loyal customers
15146	165	3	1313.6600000000005	2	3	4	234	at risk
16377	268	1	676.2	1	1	3	113	hibernating
18210	2	6	2621.38	5	4	5	545	champions
16115	10	8	1667.97	5	5	4	554	champions
17092	51	4	1777.78	3	4	4	344	loyal customers
16652	54	11	6654.26	3	5	5	355	loyal customers
12564	262	1	456.9000000000001	1	1	2	112	hibernating
13571	13	12	2092.3199999999997	4	5	5	455	loyal customers
13707	268	2	806.4099999999999	1	2	3	123	hibernating
12836	60	4	2612.86	3	4	5	345	loyal customers
17002	74	4	1487.7800000000002	2	4	4	244	at risk
13018	17	29	7272.749999999999	4	5	5	455	loyal customers
12662	1	11	3555.6000000000004	5	5	5	555	champions
15493	33	7	1967.2499999999995	3	5	5	355	loyal customers
17411	13	3	778.94	4	3	3	433	potential loyalists
15980	89	3	2398.8600000000006	2	3	5	235	at risk
15832	255	1	836.7899999999998	1	1	3	113	hibernating
14627	312	1	-21.849999999999998	1	1	1	111	hibernating
13666	61	3	84.65	3	3	1	331	need attention
15809	36	6	399.21000000000004	3	4	2	342	loyal customers
15521	37	13	2574.6500000000005	3	5	5	355	loyal customers
15691	253	1	136.8	1	1	1	111	hibernating
13581	310	1	117.99999999999999	1	1	1	111	hibernating
15970	304	1	314.1	1	1	2	112	hibernating
13381	22	7	3626.8099999999995	4	5	5	455	loyal customers
16907	30	4	799.63	4	4	3	443	loyal customers
12994	5	5	902.22	5	4	4	544	champions
13743	3	8	1340.15	5	5	4	554	champions
18177	32	7	1314.17	4	5	4	454	loyal customers
14711	11	12	2838.2000000000003	5	5	5	555	champions
17351	37	3	587.15	3	3	3	333	need attention
18183	219	6	600.5200000000001	1	4	3	143	at risk
16256	258	2	732.6300000000002	1	2	3	123	hibernating
14476	258	1	215.7	1	1	1	111	hibernating
14886	253	1	364.80000000000007	1	1	2	112	hibernating
13525	15	2	628.78	4	2	3	423	potential loyalists
12857	211	2	1106.4	1	2	4	124	hibernating
14620	205	3	393.28	1	3	2	132	at risk
12623	277	1	305.1	1	1	2	112	hibernating
13708	272	1	296.87999999999994	1	1	2	112	hibernating
15030	72	2	518.28	2	2	3	223	hibernating
15695	267	2	409.9800000000001	1	2	2	122	hibernating
13875	54	5	1786.79	3	4	4	344	loyal customers
17256	108	2	240.0	2	2	2	222	hibernating
15407	34	4	1056.4399999999998	3	4	4	344	loyal customers
12505	302	1	-4.5	1	1	1	111	hibernating
18138	296	1	152.65	1	1	1	111	hibernating
13851	96	3	2651.4600000000005	2	3	5	235	at risk
16511	22	3	950.26	4	3	4	434	potential loyalists
18056	289	1	363.65	1	1	2	112	hibernating
17817	5	3	387.67999999999995	5	3	2	532	potential loyalists
13043	254	2	471.57000000000005	1	2	3	123	hibernating
17212	254	1	226.85	1	1	1	111	hibernating
14195	202	3	962.6999999999999	1	3	4	134	at risk
15648	205	4	599.9	1	4	3	143	at risk
13893	298	1	821.1	1	1	3	113	hibernating
15670	297	1	173.05	1	1	1	111	hibernating
15234	277	1	197.0	1	1	1	111	hibernating
15433	80	3	417.86999999999995	2	3	2	232	at risk
15906	20	8	1521.79	4	5	4	454	loyal customers
17063	9	11	1421.59	5	5	4	554	champions
15643	180	6	647.4000000000001	1	4	3	143	at risk
13382	281	1	222.99	1	1	1	111	hibernating
14995	39	2	233.23000000000002	3	2	2	322	about to sleep
16768	48	5	458.04	3	4	2	342	loyal customers
15838	12	19	32674.059999999998	5	5	5	555	champions
13894	23	5	535.97	4	4	3	443	loyal customers
15129	51	11	3447.3999999999996	3	5	5	355	loyal customers
18102	1	58	228603.88000000003	5	5	5	555	champions
13956	6	5	1026.42	5	4	4	544	champions
13918	50	2	1212.84	3	2	4	324	about to sleep
13941	22	5	3892.8900000000003	4	4	5	445	loyal customers
17652	26	18	4737.13	4	5	5	455	loyal customers
